1	1877	4	4		8																					
1	2290	5	4		9																					
1	1543	4	3		7																					
1	3170	5	5		10																					
1	2571	4	4		8																					
1	1278	4	4		8																					
1	2810	5	5		10																					
1	2726	5	5		10																					
1	2407	4	5		9																					
1	2634	5	4		9																					
1	1965	4	4		8																					
1	2182	4	4		8																					
1	1007	4	3		7																					
1	1618	3	3		6																					
1	993	3	3		6																					
1	3172	6	6		12																					
1	1806	4	4		8																					
1	1961	4	4		8																					
1	362	2	2		4																					
1	870	3	3		6																					
1	2051	4	4		8																					
1	317	2	1		3																					
1	2880	5	5		10																					
1	3225	6	5		11																					
1	1675	4	4		8																					
1	2010	5	4		9																					
1	652	2	2		4																					
1	2048	5	4		9																					
1	2064	5	4		9																					
1	1423	4	4		8																					
1	2613	4	6		10																					
1	2774	5	5		10																					
1	919	3	3		6																					
1	1880	4	4		8																					
1	2285	4	5		9																					
1	3019	5	5		10																					
1	2656	6	6		12																					
1	1872	4	4		8																					
1	2389	5	5		10																					
1	1024	4	3		7																					
1	220	1	1		2																					
1	1482	4	4		8																					
1	778	3	3		6																					
1	1638	4	4		8																					
1	1712	4	4		8																					
1	1632	4	4		8																					
1	1645	4	4		8																					
1	2856	6	5		11																					
1	1805	3	3		6																					
1	474	2	3		5																					
1	2793	5	4		9																					
1	1325	3	4		7																					
1	2220	4	4		8																					
1	2304	5	5		10																					
1	1365	4	4		8																					
1	2879	5	5		10																					
1	1725	5	4		9																					
1	1083	4	3		7																					
1	2473	4	4		8																					
1	413	2	2		4																					
1	1683	4	4		8																					
1	1503	4	4		8																					
1	1596	4	4		8																					
1	1115	4	3		7																					
1	2318	5	4		9																					
1	2116	5	4		9																					
1	1630	4	4		8																					
1	2223	5	4		9																					
1	1258	3	4		7																					
1	2541	6	6		12																					
1	2403	5	5		10																					
1	3227	5	5		10																					
1	2179	4	4		8																					
1	1661	4	3		7																					
1	2052	4	4		8																					
1	1801	4	4		8																					
1	3018	5	5		10																					
1	2406	5	5		10																					
1	2023	5	5		10																					
1	2342	4	4		8																					
1	1926	4	4		8																					
1	1660	4	4		8																					
1	1086	3	4		7																					
1	1002	3	3		6																					
1	3014	5	5		10																					
1	2516	4	4		8																					
1	2358	5	5		10																					
1	2239	4	5		9																					
1	1268	3	3		6																					
1	1241	3	4		7																					
1	1281	4	4		8																					
1	3510	5	6		11																					
1	3230	5	6		11																					
1	1686	4	4		8																					
1	2478	5	5		10																					
1	1280	3	4		7																					
1	1682	4	4		8																					
1	2364	5	6		11																					
1	1930	4	4		8																					
1	1188	3	4		7																					
1	2637	5	5		10																					
1	1786	4	4		8																					
1	2140	5	4		9																					
1	2253	5	5		10																					
1	2852	4	5		9																					
1	2115	5	6		11																					
1	3666	5	5		10																					
1	1978	4	4		8																					
1	1812	4	4		8																					
1	1273	3	3		6																					
1	3218	6	5		11																					
1	2264	5	4		9																					
1	1831	4	4		8																					
1	2324	4	4		8																					
1	2561	5	4		9																					
1	321	2	2		4																					
1	1757	4	4		8																					
1	2640	6	6		12																					
1	2585	5	5		10																					
1	1938	4	4		8																					
1	1899	4	4		8																					
1	2985	5	4		9																					
1	2269	5	5		10																					
1	1358	4	3		7																					
1	886	3	2		5																					
1	1502	4	4		8																					
1	2233	4	5		9																					
1	2268	5	4		9																					
1	2161	5	5		10																					
1	3440	5	5		10																					
1	2425	5	5		10																					
1	2624	6	5		11																					
1	2735	5	5		10																					
1	2212	5	5		10																					
1	1450	3	4		7																					
1	2905	4	5		9																					
1	1298	3	4		7																					
1	2315	4	6		10																					
1	947	3	4		7																					
1	2041	4	5		9																					
1	3169	5	5		10																					
1	2320	5	5		10																					
1	1588	3	4		7																					
1	2340	4	5		9																					
1	2281	5	5		10																					
1	969	3	3		6																					
1	3422	6	6		12																					
1	1649	5	4		9																					
1	2328	4	4		8																					
1	1646	4	4		8																					
1	1268	4	4		8																					
1	1031	3	3		6																					
1	2624	5	4		9																					
1	2443	6	6		12																					
1	2467	5	5		10																					
1	1780	4	4		8																					
1	2570	5	4		9																					
1	2110	5	4		9																					
1	2673	5	5		10																					
1	1532	4	4		8																					
1	2343	5	5		10																					
1	3072	6	6		12																					
1	1384	4	4		8																					
1	1469	4	4		8																					
1	2166	4	5		9																					
1	3088	4	6		10																					
1	1730	4	4		8																					
1	2603	5	4		9																					
1	935	3	3		6																					
1	1808	4	4		8																					
1	1626	4	4		8																					
1	1346	4	4		8																					
1	1401	4	4		8																					
1	1851	4	4		8																					
1	1876	4	4		8																					
1	2133	5	5		10																					
1	1614	4	4		8																					
1	1615	4	4		8																					
1	1625	4	4		8																					
1	2329	5	5		10																					
1	2695	5	5		10																					
1	1577	4	4		8																					
1	2275	4	4		8																					
1	1939	4	4		8																					
1	2440	4	4		8																					
1	1850	4	4		8																					
1	584	3	2		5																					
1	2195	5	4		9																					
1	761	3	3		6																					
1	1867	5	5		10																					
1	1393	4	4		8																					
1	2782	6	5		11																					
1	2201	4	4		8																					
1	2940	5	5		10																					
1	695	2	3		5																					
1	1921	4	4		8																					
1	2702	5	5		10																					
1	2465	5	5		10																					
1	4218	5	6		11																					
1	2044	4	4		8																					
1	2258	4	5		9																					
1	2097	4	4		8																					
1	2561	5	5		10																					
1	2080	5	5		10																					
1	3214	5	5		10																					
1	2119	5	5		10																					
1	1585	4	4		8																					
1	913	3	3		6																					
1	861	3	3		6																					
1	2190	4	5		9																					
1	966	3	3		6																					
1	1363	3	4		7																					
1	1535	4	4		8																					
1	1783	4	4		8																					
1	3382	5	5		10																					
1	2111	4	4		8																					
1	2879	5	5		10																					
1	1778	4	4		8																					
1	2144	4	5		9																					
1	2553	5	5		10																					
1	1162	3	3		6																					
1	2636	5	4		9																					
1	2287	4	4		8																					
1	1894	4	4		8																					
1	2903	6	6		12																					
1	1416	4	4		8																					
1	2051	5	4		9																					
1	1685	4	4		8																					
1	1452	4	4		8																					
1	2452	5	4		9																					
1	1548	4	4		8																					
1	3122	6	6		12																					
1	1154	4	3		7																					
1	2234	4	4		8																					
1	1579	3	4		7																					
1	992	3	3		6																					
1	1774	4	4		8																					
1	1717	4	5		9																					
1	2452	5	4		9																					
1	1436	4	4		8																					
1	1389	4	5		9																					
1	2391	4	5		9																					
1	3139	5	6		11																					
1	1765	4	3		7																					
1	870	4	3		7																					
1	3608	5	6		11																					
1	2242	4	4		8																					
1	2516	4	5		9																					
1	1964	5	4		9																					
1	1761	5	5		10																					
1	2969	5	4		9																					
1	2231	5	4		9																					
1	1205	3	3		6																					
1	2995	5	5		10																					
1	1720	4	4		8																					
1	1554	4	4		8																					
1	2272	4	4		8																					
1	2947	6	5		11																					
1	2397	4	5		9																					
1	1679	4	3		7																					
1	2457	4	5		9																					
1	1481	4	4		8																					
1	2997	5	5		10																					
1	2102	4	4		8																					
1	2235	5	6		11																					
1	2393	6	5		11																					
1	2697	5	5		10																					
1	1497	4	4		8																					
1	2170	5	4		9																					
1	2021	4	4		8																					
1	1686	4	4		8																					
1	2898	5	5		10																					
1	1630	4	4		8																					
1	2172	4	5		9																					
1	2333	6	5		11																					
1	1441	4	4		8																					
1	2302	4	5		9																					
1	1747	4	4		8																					
1	2533	5	5		10																					
1	2228	5	5		10																					
1	1247	4	3		7																					
1	1824	4	4		8																					
1	1114	3	3		6																					
1	1610	4	4		8																					
1	2938	6	5		11																					
1	345	2	2		4																					
1	3179	6	6		12																					
1	1867	4	4		8																					
1	2243	5	5		10																					
1	3122	6	5		11																					
1	2576	5	6		11																					
1	2976	6	5		11																					
1	1288	4	4		8																					
1	2462	5	5		10																					
1	2008	5	5		10																					
1	2640	5	5		10																					
1	2683	4	5		9																					
1	2067	4	4		8																					
1	1773	4	4		8																					
1	2756	4	4		8																					
1	2027	5	4		9																					
1	3415	5	5		10																					
1	2452	5	5		10																					
1	2923	4	5		9																					
1	2602	5	5		10																					
1	2461	4	4		8																					
1	1905	5	4		9																					
1	624	3	3		6																					
1	2178	4	5		9																					
1	2221	5	5		10																					
1	1882	5	4		9																					
1	1223	3	4		7																					
1	2017	5	4		9																					
1	2457	5	5		10																					
1	3152	4	5		9																					
1	2896	5	5		10																					
1	2187	4	4		8																					
1	2173	4	5		9																					
1	1726	4	4		8																					
1	3008	6	6		12																					
1	1765	4	4		8																					
1	2200	5	5		10																					
1	1844	4	4		8																					
1	2101	5	4		9																					
1	3936	4	6		10																					
1	2011	3	3		6																					
1	1833	4	4		8																					
1	1756	4	4		8																					
1	3761	6	5		11																					
1	2602	5	5		10																					
1	1594	4	4		8																					
1	2168	5	4		9																					
1	3727	5	5		10																					
1	1852	5	4		9																					
1	3031	6	5		11																					
1	1739	5	5		10																					
1	1119	4	4		8																					
1	2972	6	5		11																					
1	2073	4	5		9																					
1	1505	4	4		8																					
1	2597	5	4		9																					
1	2038	5	4		9																					
1	2307	5	5		10																					
1	3847	6	6		12																					
1	1312	4	3		7																					
1	1673	4	4		8																					
1	1385	4	4		8																					
1	2160	4	4		8																					
1	2025	4	5		9																					
1	1247	4	3		7																					
1	647	3	2		5																					
1	1492	4	4		8																					
1	1077	3	3		6																					
1	1536	4	4		8																					
1	1467	4	4		8																					
1	1122	4	3		7																					
1	49	1	1		2																					
1	996	3	3		6																					
1	2989	5	5		10																					
1	2710	5	5		10																					
1	1415	4	4		8																					
1	3588	6	5		11																					
1	2490	4	5		9																					
1	1980	4	4		8																					
1	1922	4	4		8																					
1	1808	4	5		9																					
1	1376	4	4		8																					
1	3515	5	5		10																					
1	1760	4	4		8																					
1	2670	5	5		10																					
1	1599	4	4		8																					
1	2139	3	4		7																					
1	734	2	2		4																					
1	2493	4	4		8																					
1	2659	5	5		10																					
1	2504	6	5		11																					
1	2466	5	4		9																					
1	1773	5	5		10																					
1	2595	5	5		10																					
1	1371	3	4		7																					
1	2760	6	5		11																					
1	1356	4	4		8																					
1	3727	5	6		11																					
1	2269	5	5		10																					
1	1834	4	4		8																					
1	1464	4	3		7																					
1	1728	4	4		8																					
1	2253	5	5		10																					
1	2901	6	6		12																					
1	2110	4	4		8																					
1	1734	4	4		8																					
1	845	4	3		7																					
1	862	3	3		6																					
1	1878	4	3		7																					
1	3069	5	5		10																					
1	2394	5	5		10																					
1	2309	4	4		8																					
1	1997	4	4		8																					
1	845	3	3		6																					
1	1646	4	4		8																					
1	2607	4	4		8																					
1	2011	4	4		8																					
1	4010	4	5		9																					
1	2426	4	4		8																					
1	2003	4	4		8																					
1	1789	4	4		8																					
1	1995	4	4		8																					
1	1735	4	4		8																					
1	2990	6	6		12																					
1	2548	6	4		10																					
1	2187	4	5		9																					
1	1820	4	4		8																					
1	1805	3	4		7																					
1	875	3	3		6																					
1	1350	4	4		8																					
1	3688	6	6		12																					
1	1171	3	3		6																					
1	1462	4	4		8																					
1	1132	3	3		6																					
1	1664	4	3		7																					
1	2749	4	5		9																					
1	2737	5	4		9																					
1	2498	5	5		10																					
1	2458	5	4		9																					
1	2933	6	5		11																					
1	1866	4	4		8																					
1	2128	5	4		9																					
1	2980	4	4		8																					
1	2819	5	6		11																					
1	1653	4	4		8																					
1	2665	6	5		11																					
1	1727	4	3		7																					
1	3240	6	5		11																					
1	2263	4	4		8																					
1	1875	4	4		8																					
1	1745	4	4		8																					
1	2394	5	5		10																					
1	1616	4	4		8																					
1	2333	4	4		8																					
1	2361	5	5		10																					
1	1559	4	4		8																					
1	2076	4	4		8																					
1	1239	4	4		8																					
1	2751	5	5		10																					
1	3018	6	5		11																					
1	2423	5	4		9																					
1	123	1	1		2																					
1	1494	4	3		7																					
1	1990	4	4		8																					
1	1116	4	3		7																					
1	2397	4	5		9																					
1	2412	4	4		8																					
1	468	2	2		4																					
1	1881	3	4		7																					
1	2827	5	5		10																					
1	1570	4	5		9																					
1	1542	4	4		8																					
1	2622	4	4		8																					
1	1868	4	4		8																					
1	1930	4	4		8																					
1	2415	4	4		8																					
1	1404	3	4		7																					
1	1720	4	4		8																					
1	1841	4	5		9																					
1	1917	4	4		8																					
1	1058	4	4		8																					
1	2200	4	5		9																					
1	1965	4	4		8																					
1	1478	4	4		8																					
1	2896	6	6		12																					
1	1383	3	4		7																					
1	652	3	3		6																					
1	2607	5	4		9																					
1	1888	4	4		8																					
1	1063	3	3		6																					
1	2139	4	4		8																					
1	2620	5	5		10																					
1	1703	4	4		8																					
1	2842	5	5		10																					
